"Case Number","Incident Datetime","Incident ID","Incident Type Primary","Incident Description","Parent Incident Type","Hour of Day","Day of Week","Address","City","State","Location","Latitude","Longitude","Created At","updated_at","zip_code","neighborhood","Council District","Council District 2011","Census Tract","Census Block Group","Census Block","2010 Census Tract ","2010 Census Block Group","2010 Census Block","Police District","TRACTCE20","GEOID20_tract","GEOID20_blockgroup","GEOID20_block"
"25-2610863","2025 Sep 18 05:13:23 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","17","Thursday","100 Block BRUNSWICK BD","Buffalo","NY","POINT (-78.847 42.917)","42.917","-78.847","2025 Sep 18 05:14:23 PM",,"14208","Hamlin Park","MASTEN","MASTEN","33.01","3","3001","33.01","3","3001","District E","003301","36029003301","360290033013","360290033013001"
"25-2680897","2025 Sep 18 06:07:05 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","18","Thursday","1400 Block JEFFERSON AV","Buffalo","NY","POINT (-78.855 42.916)","42.916","-78.855","2025 Sep 25 06:08:05 PM",,"14208","Masten Park","MASTEN","MASTEN","168.02","1","1014","168","3","3013","District E","016802","36029016802","360290168021","360290168021014"
"25-2610953","2025 Sep 18 06:15:52 PM",,"SEXUAL ABUSE","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Sexual Offense","18","Thursday","0 Block MAY ST","Buffalo","NY","POINT (-78.817 42.903)","42.903","-78.817","2025 Sep 18 06:16:52 PM",,"14211","Genesee-Moselle","FILLMORE","FILLMORE","28.02","1","1005","28","4","4005","District C","002802","36029002802","360290028021","360290028021005"
"25-2611004","2025 Sep 18 06:43:51 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","18","Thursday","200 Block STEVENS AV","Buffalo","NY","POINT (-78.826 42.922)","42.922","-78.826","2025 Sep 18 06:44:51 PM",,"14215","Delavan Grider","MASTEN","MASTEN","34","1","1001","34","1","1001","District E","003400","36029003400","360290034001","360290034001001"
"25-2620222","2025 Sep 18 07:00:11 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","7","Friday","1700 Block MAIN ST","Buffalo","NY","POINT (-78.859 42.921)","42.921","-78.859","2025 Sep 19 07:12:11 AM",,"14209","Elmwood Bidwell","ELLICOTT","ELLICOTT","169","4","4001","169","4","4000","District D","016900","36029016900","360290169004","360290169004001"
"25-2650044","2025 Sep 18 08:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","1","Monday","300 Block Depew AV","Buffalo","NY",,,,"2025 Sep 22 01:36:51 AM",,"14201","Central Park","NIAGARA","NIAGARA","40.02","2","2002","53","1","2000","District B","004002","36029004002","360290040022","360290053002002"
"25-2611104","2025 Sep 18 08:00:21 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","20","Thursday","0 Block HERTEL AV","Buffalo","NY","POINT (-78.907 42.94)","42.94","-78.907","2025 Sep 18 08:22:21 PM",,"14207","Black Rock","NORTH","NORTH","59","5","5001","59","5","5001","District D","005900","36029005900","360290059005","360290059005001"
"25-2611082","2025 Sep 18 08:09:40 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","20","Thursday","0 Block BROWNELL ST","Buffalo","NY","POINT (-78.82 42.894)","42.894","-78.82","2025 Sep 18 08:43:40 PM",,"14212","Lovejoy","FILLMORE","FILLMORE","24","5","5012","24","2","2001","District C","002400","36029002400","360290024005","360290024005012"
"25-2611120","2025 Sep 18 08:31:15 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","20","Thursday","0 Block KNOX AV","Buffalo","NY","POINT (-78.865 42.944)","42.944","-78.865","2025 Sep 18 08:32:15 PM",,"14216","Parkside","DELAWARE","DELAWARE","54","4","4002","54","4","4002","District D","005400","36029005400","360290054004","360290054004002"
"25-2611128","2025 Sep 18 08:43:51 PM",,"RAPE","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Sexual Offense","20","Thursday","300 Block WOLTZ AV","Buffalo","NY","POINT (-78.871 42.893)","42.893","-78.871","2025 Sep 18 08:44:51 PM",,"14203","Central","FILLMORE","ELLICOTT","165","2","2004","165","1","1006","District B","016500","36029016500","360290165002","360290165002004"
"25-2620320","2025 Sep 18 09:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","8","Friday","300 Block FRANKLIN ST","Buffalo","NY","POINT (-78.874 42.894)","42.894","-78.874","2025 Sep 19 08:55:07 AM",,"14202","Allentown","FILLMORE","FILLMORE","68.01","1","1012","68","2","2011","District B","006801","36029006801","360290068011","360290068011012"
"25-2620235","2025 Sep 18 09:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","7","Friday","100 Block MORRIS AV","Buffalo","NY","POINT (-78.84 42.943)","42.943","-78.84","2025 Sep 19 07:22:15 AM",,"14214","Central Park","DELAWARE","DELAWARE","45","4","4005","45","4","4005","District D","004500","36029004500","360290045004","360290045004005"
"25-2611185","2025 Sep 18 09:41:20 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","21","Thursday","2100 Block DELAWARE AV","Buffalo","NY","POINT (-78.868 42.944)","42.944","-78.868","2025 Sep 18 09:42:20 PM",,"14207","Parkside","NORTH","NORTH","54","2","2000","54","2","2000","District D","005400","36029005400","360290054002","360290054002000"
"25-2611210","2025 Sep 18 10:18:18 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","22","Thursday","200 Block VIRGINIA ST","Buffalo","NY","POINT (-78.881 42.895)","42.895","-78.881","2025 Sep 18 10:19:18 PM",,"14201","Lower West Side","FILLMORE","FILLMORE","71.02","3","3002","71.02","3","3002","District B","007102","36029007102","360290071023","360290071023002"
"25-2611247","2025 Sep 18 10:56:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","22","Thursday","400 Block ABBOTT RD","Buffalo","NY","POINT (-78.815 42.85)","42.85","-78.815","2025 Sep 18 10:57:00 PM",,"14220","South Park","SOUTH","SOUTH","8","3","3004","8","3","3004","District A","000800","36029000800","360290008003","360290008003004"
"25-2611252","2025 Sep 18 11:07:27 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","23","Thursday","0 Block PORTLAND ST","Buffalo","NY","POINT (-78.815 42.853)","42.853","-78.815","2025 Sep 18 11:08:27 PM",,"14220","South Park","SOUTH","SOUTH","9","2","2007","9","2","2007","District A","000900","36029000900","360290009002","360290009002007"
"25-2620662","2025 Sep 19 12:00:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","0","Friday","2900 Block MAIN ST","Buffalo","NY","POINT (-78.83 42.945)","42.945","-78.83","2025 Sep 19 12:01:00 AM",,"14215","Central Park","UNIVERSITY","UNIVERSITY","45","2","2000","45","2","2000","District E","004500","36029004500","360290045002","360290045002000"
"25-2630482","2025 Sep 19 12:00:01 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Saturday","600 Block MCKINLEY PW","Buffalo","NY","POINT (-78.82 42.849)","42.849","-78.82","2025 Sep 20 12:23:01 PM",,"14220","South Park","SOUTH","SOUTH","8","2","2009","8","2","2010","District A","000800","36029000800","360290008002","360290008002009"
"25-2650903","2025 Sep 19 12:00:23 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","18","Monday","1100 Block KENMORE AV","Buffalo","NY","POINT (-78.86 42.958)","42.958","-78.86","2025 Sep 22 06:01:23 PM",,"14216","North Park","DELAWARE","DELAWARE","51","3","3000","51","3","3000","District D","005100","36029005100","360290051003","360290051003000"
"25-2620145","2025 Sep 19 12:01:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","4","Friday","0 Block FULTON ST","Buffalo","NY","POINT (-78.871 42.874)","42.874","-78.871","2025 Sep 19 04:30:25 AM",,"14204","Ellicott","ELLICOTT","FILLMORE","164","1","1003","164","1","1011","District A","016400","36029016400","360290164001","360290164001003"
"25-2620103","2025 Sep 19 02:21:46 AM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","2","Friday","2100 Block S PARK AV","Buffalo","NY","POINT (-78.824 42.841)","42.841","-78.824","2025 Sep 19 02:22:46 AM",,"14220","Hopkins-Tifft","SOUTH","SOUTH","1.10","2","2005","1.10","4","4005","District A","000110","36029000110","360290001102","360290001102005"
"25-2620164","2025 Sep 19 02:35:00 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","5","Friday","600 Block GENESEE ST","Buffalo","NY","POINT (-78.851 42.897)","42.897","-78.851","2025 Sep 19 05:26:52 AM",,"14211","Broadway Fillmore","ELLICOTT","ELLICOTT","166","4","4002","166","4","4002","District C","016600","36029016600","360290166004","360290166004002"
"25-2620560","2025 Sep 19 03:00:44 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Friday","1000 Block AMHERST ST","Buffalo","NY","POINT (-78.867 42.941)","42.941","-78.867","2025 Sep 19 12:48:44 PM",,"14216","Parkside","DELAWARE","DELAWARE","54","1","1002","54","1","1002","District D","005400","36029005400","360290054001","360290054001002"
"25-2620185","2025 Sep 19 03:30:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","6","Friday","0 Block FULTON ST","Buffalo","NY","POINT (-78.871 42.874)","42.874","-78.871","2025 Sep 19 06:04:57 AM",,"14204","Ellicott","ELLICOTT","FILLMORE","164","1","1003","164","1","1011","District A","016400","36029016400","360290164001","360290164001003"
"25-2620207","2025 Sep 19 06:52:11 AM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","6","Friday","0 Block HALLAM RD","Buffalo","NY","POINT (-78.87 42.939)","42.939","-78.87","2025 Sep 19 06:53:11 AM",,"14216","Parkside","NORTH","NORTH","54","1","1008","54","1","1009","District D","005400","36029005400","360290054001","360290054001008"
"25-2620226","2025 Sep 19 07:14:59 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","7","Friday","100 Block BAILEY AV","Buffalo","NY","POINT (-78.825 42.86)","42.86","-78.825","2025 Sep 19 07:15:59 AM",,"14220","Hopkins-Tifft","SOUTH","LOVEJOY","2","1","1000","2","1","1000","District A","000200","36029000200","360290002001","360290002001000"
"25-2620260","2025 Sep 19 07:46:26 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","7","Friday","HERTEL AV & N PARK AV","Buffalo","NY","POINT (-78.856 42.948)","42.948","-78.856","2025 Sep 19 07:47:26 AM",,"14216","North Park","DELAWARE","DELAWARE","49.02","2","2002","49","2","2002","District D","004902","36029004902","360290049022","360290049022002"
"25-2630412","2025 Sep 19 08:00:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","11","Saturday","700 Block LINWOOD AV","Buffalo","NY","POINT (-78.864 42.922)","42.922","-78.864","2025 Sep 20 11:17:24 AM",,"14209","Elmwood Bidwell","ELLICOTT","ELLICOTT","169","4","4005","169","4","4003","District D","016900","36029016900","360290169004","360290169004005"
"25-2620304","2025 Sep 19 08:37:05 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","8","Friday","0 Block FILLMORE AV","Buffalo","NY","POINT (-78.807 42.857)","42.857","-78.807","2025 Sep 19 08:38:05 AM",,"14210","Seneca-Cazenovia","SOUTH","SOUTH","10","5","5008","10","5","5010","District A","001000","36029001000","360290010005","360290010005008"
"25-2630304","2025 Sep 19 09:01:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","9","Saturday","300 Block KENMORE AV","Buffalo","NY","POINT (-78.833 42.958)","42.958","-78.833","2025 Sep 20 09:02:34 AM",,"14214","University Heights","UNIVERSITY","UNIVERSITY","46.01","1","1001","46.01","1","1001","District E","004601","36029004601","360290046011","360290046011001"
"25-2620378","2025 Sep 19 09:51:28 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","9","Friday","0 Block VICTORIA AV","Buffalo","NY","POINT (-78.836 42.935)","42.935","-78.836","2025 Sep 19 09:52:28 AM",,"14214","Fillmore-Leroy","MASTEN","MASTEN","40.03","3","3007","40.01","3","3007","District E","004003","36029004003","360290040033","360290040033007"
"25-2620432","2025 Sep 19 10:48:30 AM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","10","Friday","0 Block BAXTER ST","Buffalo","NY","POINT (-78.907 42.957)","42.957","-78.907","2025 Sep 19 10:49:30 AM",,"14207","Riverside","NORTH","NORTH","58.01","3","3003","58.01","3","3003","District D","005801","36029005801","360290058013","360290058013003"
"25-2620562","2025 Sep 19 11:15:00 AM",,"THEFT OF SERVICES","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Friday","2200 Block DELAWARE AV","Buffalo","NY","POINT (-78.867 42.944)","42.944","-78.867","2025 Sep 19 12:51:01 PM",,"14216","North Park","DELAWARE","DELAWARE","49.01","2","2004","49","4","4004","District D","004901","36029004901","360290049012","360290049012004"
"25-2620467","2025 Sep 19 11:24:44 AM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","11","Friday","0 Block MERRIMAC ST","Buffalo","NY","POINT (-78.828 42.953)","42.953","-78.828","2025 Sep 19 11:25:44 AM",,"14214","University Heights","UNIVERSITY","UNIVERSITY","46.01","3","3002","46.01","4","4002","District E","004601","36029004601","360290046013","360290046013002"
"25-2620548","2025 Sep 19 11:50:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Friday","1700 Block HERTEL AV","Buffalo","NY","POINT (-78.842 42.948)","42.948","-78.842","2025 Sep 19 12:38:14 PM",,"14216","Central Park","DELAWARE","DELAWARE","45","6","6008","45","6","6010","District D","004500","36029004500","360290045006","360290045006008"
"25-2620496","2025 Sep 19 11:50:20 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","11","Friday","300 Block E UTICA ST","Buffalo","NY","POINT (-78.851 42.911)","42.911","-78.851","2025 Sep 19 11:51:20 AM",,"14208","Masten Park","ELLICOTT","ELLICOTT","33.02","3","3014","33.02","3","3017","District C","003302","36029003302","360290033023","360290033023014"
"25-2670845","2025 Sep 19 12:00:00 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","16","Wednesday","200 Block JEWETT AV","Buffalo","NY","POINT (-78.835 42.934)","42.934","-78.835","2025 Sep 24 04:46:00 PM",,"14214","Fillmore-Leroy","MASTEN","MASTEN","40.03","2","2004","40.01","2","2003","District E","004003","36029004003","360290040032","360290040032004"
"25-2620826","2025 Sep 19 12:20:20 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","16","Friday","200 Block GEORGIA ST","Buffalo","NY","POINT (-78.88 42.891)","42.891","-78.88","2025 Sep 19 04:24:20 PM",,"14201","Lower West Side","FILLMORE","FILLMORE","71.02","2","2007","71.02","2","2007","District B","007102","36029007102","360290071022","360290071022007"
"25-2620694","2025 Sep 19 02:37:39 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Friday","100 Block WILLIAM ST","Buffalo","NY","POINT (-78.871 42.893)","42.893","-78.871","2025 Sep 19 02:38:39 PM",,"14203","Central","FILLMORE","ELLICOTT","165","2","2004","165","1","1006","District B","016500","36029016500","360290165002","360290165002004"
"25-2620805","2025 Sep 19 02:45:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","16","Friday","600 Block AMHERST ST","Buffalo","NY","POINT (-78.816 42.94)","42.94","-78.816","2025 Sep 19 04:07:13 PM",,"14215","Kensington-Bailey","MASTEN","MASTEN","42","1","1000","42","1","1000","District E","004200","36029004200","360290042001","360290042001000"
"25-2620748","2025 Sep 19 03:15:21 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Friday","400 Block S PARK AV","Buffalo","NY","POINT (-78.864 42.872)","42.872","-78.864","2025 Sep 19 03:16:21 PM",,"14204","Ellicott","ELLICOTT","FILLMORE","164","1","1010","164","1","1017","District A","016400","36029016400","360290164001","360290164001010"
"25-2620764","2025 Sep 19 03:26:13 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Friday","3100 Block MAIN ST","Buffalo","NY","POINT (-78.827 42.95)","42.95","-78.827","2025 Sep 19 03:27:13 PM",,"14214","University Heights","UNIVERSITY","UNIVERSITY","47.02","3","3001","47","5","5002","District E","004702","36029004702","360290047023","360290047023001"
"25-2630448","2025 Sep 19 04:00:29 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","11","Saturday","100 Block SUMMIT AV","Buffalo","NY","POINT (-78.847 42.937)","42.937","-78.847","2025 Sep 20 11:52:29 AM",,"14214","Parkside","DELAWARE","DELAWARE","52.01","2","2003","52.01","2","2003","District D","005201","36029005201","360290052012","360290052012003"
"25-2620813","2025 Sep 19 04:15:45 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","16","Friday","200 Block EFNER ST","Buffalo","NY","POINT (-78.889 42.893)","42.893","-78.889","2025 Sep 19 04:16:45 PM",,"14201","Lower West Side","NIAGARA","ELLICOTT","71.04","4","4002","71.01","2","2006","District B","007104","36029007104","360290071044","360290071044002"
"25-2620876","2025 Sep 19 04:59:27 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","17","Friday","2100 Block ELMWOOD AV","Buffalo","NY","POINT (-78.878 42.955)","42.955","-78.878","2025 Sep 19 05:00:27 PM",,"14216","North Park","NORTH","NORTH","50","3","3005","50","3","3010","District D","005000","36029005000","360290050003","360290050003005"
"25-2620923","2025 Sep 19 05:28:05 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","17","Friday","500 Block SWAN ST","Buffalo","NY",,,,"2025 Sep 19 05:29:05 PM",,"14203","Central","SOUTH","SOUTH","5","1","1051","5","1","1049","District A","000500","36029000500","360290005001","360290005001051"
"25-2630678","2025 Sep 19 06:00:00 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","15","Saturday","400 Block E AMHERST ST","Buffalo","NY","POINT (-78.82 42.94)","42.94","-78.82","2025 Sep 20 03:15:00 PM",,"14215","Kensington-Bailey","MASTEN","MASTEN","42","5","5001","42","5","5001","District E","004200","36029004200","360290042005","360290042005001"
"25-2621027","2025 Sep 19 06:43:34 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","18","Friday","100 Block WINSTON RD","Buffalo","NY","POINT (-78.84 42.952)","42.952","-78.84","2025 Sep 19 06:44:34 PM",,"14216","Central Park","DELAWARE","UNIVERSITY","45","3","3010","45","3","3010","District D","004500","36029004500","360290045003","360290045003010"
"25-2630278","2025 Sep 19 07:00:00 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","8","Saturday","400 Block FRANKLIN ST","Buffalo","NY","POINT (-78.873 42.898)","42.898","-78.873","2025 Sep 20 08:10:00 AM",,"14202","Allentown","FILLMORE","FILLMORE","68.01","1","1004","68","2","2004","District B","006801","36029006801","360290068011","360290068011004"
"25-2660567","2025 Sep 19 07:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Tuesday","0 Block HERTEL AV","Buffalo","NY","POINT (-78.907 42.94)","42.94","-78.907","2025 Sep 23 12:47:19 PM",,"14207","Black Rock","NORTH","NORTH","59","5","5001","59","5","5000","District D","005900","36029005900","360290059005","360290059005001"
"25-2621101","2025 Sep 19 07:34:53 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","19","Friday","1100 Block MICHIGAN AV","Buffalo","NY","POINT (-78.863 42.903)","42.903","-78.863","2025 Sep 19 07:35:53 PM",,"14209","Fruit Belt","ELLICOTT","ELLICOTT","31","4","4000","31","4","4000","District B","003100","36029003100","360290031004","360290031004000"
"25-2621111","2025 Sep 19 07:43:19 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","19","Friday","300 Block AMHERST ST","Buffalo","NY","POINT (-78.891 42.938)","42.938","-78.891","2025 Sep 19 07:44:19 PM",,"14207","Grant-Amherst","NORTH","NORTH","55","3","3003","55","3","3003","District D","005500","36029005500","360290055003","360290055003003"
"25-2621116","2025 Sep 19 07:45:55 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","19","Friday","2600 Block DELAWARE AV","Buffalo","NY","POINT (-78.874 42.955)","42.955","-78.874","2025 Sep 19 07:46:55 PM",,"14216","North Park","NORTH","NORTH","50","3","3005","50","3","3010","District D","005000","36029005000","360290050003","360290050003005"
"25-2621230","2025 Sep 19 09:18:43 PM",,"THEFT OF SERVICES","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","21","Friday","2600 Block DELAWARE AV","Buffalo","NY","POINT (-78.87 42.956)","42.956","-78.87","2025 Sep 19 09:19:43 PM",,"14216","North Park","NORTH","NORTH","50","3","3004","50","3","3007","District D","005000","36029005000","360290050003","360290050003004"
"25-2621274","2025 Sep 19 09:30:33 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","21","Friday","0 Block EXCHANGE ST","Buffalo","NY","POINT (-78.822 42.842)","42.842","-78.822","2025 Sep 19 09:59:33 PM",,"14220","South Park","SOUTH","SOUTH","6","1","1002","6","1","1002","District A","000600","36029000600","360290006001","360290006001002"
"25-2621271","2025 Sep 19 09:54:56 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","21","Friday","800 Block ELLICOTT ST","Buffalo","NY",,,,"2025 Sep 19 09:55:56 PM",,"14201","Lower West Side","FILLMORE","FILLMORE","31","4","4007","68","1","2014","District B","003100","36029003100","360290031004","360290031004007"
"25-2621267","2025 Sep 19 09:55:00 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","21","Friday","400 Block GRIDER ST","Buffalo","NY","POINT (-78.829 42.918)","42.918","-78.829","2025 Sep 19 09:56:00 PM",,"14215","Delavan Grider","MASTEN","MASTEN","34","5","5017","34","5","5019","District E","003400","36029003400","360290034005","360290034005017"
"25-2630804","2025 Sep 19 10:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","17","Saturday","100 Block GRACE ST","Buffalo","NY","POINT (-78.902 42.943)","42.943","-78.902","2025 Sep 20 05:06:04 PM",,"14207","Black Rock","NORTH","NORTH","59","2","2000","59","2","2000","District D","005900","36029005900","360290059002","360290059002000"
"25-2630359","2025 Sep 19 10:30:00 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","10","Saturday","0 Block EDWARD ST","Buffalo","NY","POINT (-78.873 42.896)","42.896","-78.873","2025 Sep 20 10:27:15 AM",,"14202","Allentown","FILLMORE","FILLMORE","68.01","1","1007","68","2","2007","District B","006801","36029006801","360290068011","360290068011007"
